Kod;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0180;Internationella Engelska Gymnasiet Södermalm;;;
0180;Internationella Engelska Skolan Bromma;Ja;;
0180;Internationella Engelska Skolan Enskede ;Ja;Ja;Ja
0180;Internationella Engelska skolan Hässelby;Ja;;
0180;Internationella Engelska Skolan Kista;Ja;;
0180;Internationella Engelska Skolan Liljeholmen;Ja;;
0180;Internationella Engelska Skolan Skärholmen;Ja;;
0180;Internationella Engelska Skolan Årsta;Ja;;
0180;Internationella Engelska Skolan Älvsjö;Ja;;
0180;Internationella Hotell- och Restaurangskolan;;;
0180;Jacobiskolan;Ja;Ja;Ja
0180;JENSEN grundskola Långholmen;Ja;;
0180;JENSEN Gymnasium Norra;;;
0180;JENSEN Gymnasium Södra;;;
0180;Johan Skytteskolan;Ja;Ja;Ja
0180;Johannes skola;Ja;Ja;Ja
0180;Jorielskolan;Ja;Ja;Ja
0180;Järvaskolan;Ja;;
0180;Karlbergs skola;Ja;Ja;Ja
0180;Katarina Norra skola;Ja;Ja;Ja
0180;Katarina Södra skola;Ja;Ja;Ja
0180;Kista grundskola;Ja;Ja;Ja
0180;Kista gymnasium/komvux;;;
0180;Kista International School;Ja;Ja;Ja
0180;KLARA Teoretiska Gymnasium Stockholm Norra;;;
0180;KLARA Teoretiska Gymnasium Stockholm Södra;;;
0180;KLARA Teoretiska Gymnasium Stockholm Västra;;;
0180;KLARA Teoretiska Gymnasium Stockholm Östra;;;
0180;Klastorpsskolan;Ja;Ja;Ja
0180;Knutbyskolan;Ja;Ja;Ja
0180;Komvux Rosenlund;;;
0180;Komvux/Lärvux;;;
0180;Konradsbergsskolan;Ja;Ja;Ja
0180;Kristinebergsskolan;Ja;Ja;Ja
0180;Kristna skolan;Ja;Ja;Ja
0180;Kristofferskolan, gr;Ja;Ja;Ja
0180;Kristofferskolan, gy;;;
0180;Kulturama gr. Hammarby Sjöstad;Ja;;
0180;Kulturama gymnasium;;;
0180;Kulturama Gymnasium Natur;;;
0180;Kulturskolan Raketen;Ja;Ja;Ja
0180;Kung Saga Gymnasium;;;
0180;Kungl. Svenska Balettskolan gy 38683336;;;
0180;Kungliga Svenska Balettskolan;Ja;;
0180;Kungsh gy/Sthlms Musikgy 74812809;;;
0180;Kungsholmens friskola;Ja;Ja;Ja
0180;Kungsholmens grundskola;Ja;Ja;Ja
0180;Kungsholmens Västra Gymnasium 95618280;;;
0180;Kungstensgymnasiet;;;
0180;Kunskapsgymnasiet Globen;;;
0180;Kunskapsgymnasiet Liljeholmen;;;
0180;Kunskapsskolan Enskede;Ja;;
0180;Kunskapsskolan Fruängen;Ja;;
0180;Kunskapsskolan Spånga;Ja;;
0180;Kunskapsskolan Tyresö;Ja;;
0180;Kunskapsskolans Resursskola;Ja;;
0180;Kvarnbackaskolan;Ja;Ja;Ja
0180;Kvarnbyskolan;Ja;Ja;Ja
0180;Kvickenstorpsskolan;Ja;Ja;Ja
0180;Kämpetorpsskolan;Ja;Ja;Ja
0180;Kärrtorps gymnasium 37839488;;;
0180;LBS Kreativa Gymnasiet Stockholm Södra;;;
0180;Liljeholmens gymnasium 59409052;;;
0180;Lilla Adolf Fredriks skola;Ja;Ja;Ja
0180;Lilla Akademiens Musikgymn.;;;
0180;Lilla Djurgårdsakademien;Ja;Ja;Ja
0180;Lilla Kulturama;Ja;;Ja
0180;Lilla Martinskolan;Ja;Ja;Ja
0180;Lillholmsskolan;Ja;Ja;Ja
0180;LIndeparkens gymnasiesärskola 23256651;;;
0180;Lindeparkens gymnasiesärskola, gy;;;
0180;Lindeskolan;;Ja;
0180;Loviselundsskolan;Ja;Ja;Ja
0180;Lugnets skola;Ja;Ja;Ja
0180;Lunaskolan Bromma;Ja;Ja;Ja
0180;Lunaskolan Södra;Ja;;Ja
0180;Lundaskolan;Ja;Ja;Ja
0180;Lycée Francais Saint Louis, gr;Ja;;
0180;Lycée Francais Saint Louis, gy;;;
0180;Långbrodalsskolan;Ja;Ja;Ja
0180;Magelungens Grundskola Långbropark;Ja;;
0180;Magelungens grundskola Södermalm;Ja;;
0180;Magelungens grundskola Älvsjö;Ja;;
0180;Magelungens Gymnasium Liljeholmen;;;
0180;Magelungens gymnasium Södermalm;;;
0180;Magelungsskolan;Ja;Ja;Ja
0180;Magitaskolan;Ja;Ja;Ja
0180;Maltesholmsskolan;Ja;Ja;Ja
0180;Manillaskolan;;Ja;Ja
0180;Marcusskolan;;Ja;Ja
0180;Maria Elementarskola;Ja;Ja;Ja
0180;Mariaskolan;Ja;Ja;Ja
0180;Mariehällsskolan;Ja;Ja;Ja
0180;Martinskolan Söders waldorfskola;Ja;Ja;Ja
0180;Matteusskolan;Ja;Ja;Ja
0180;Midsommarkransens grundskola;Ja;Ja;Ja
0180;Midsommarkransens gy 17675502;;;
0180;Midsommarkransens gymnasium, gysär;;;
0180;Midsommarkransens Gymnasium, Uppdragsutb.;;;
0180;Min skola Östermalm;;;
0180;Montessori Mondial Kista;Ja;Ja;Ja
0180;Montessori Mondial Kungsholmen;Ja;Ja;Ja
0180;Montessori Mondial Mälarhöjden;Ja;Ja;Ja
0180;Musikskolan Lilla Akademien;Ja;Ja;Ja
0180;Mälarhöjdens skola;Ja;Ja;Ja
0180;Nockebyhovsskolan;Ja;Ja;Ja
0180;Nordiska Musikgymnasiet;;;
0180;Norra Real 82964090;;;
0180;Norra Ängby skola;Ja;Ja;Ja
0180;Norrbyskolan;Ja;Ja;Ja
0180;NTI Gymnasiet Gärdet;;;
0180;NTI Gymnasiet Stockholm;;;
0180;NTI Handelsgymnasiet Stockholm;;;
0180;NTI Vetenskapsgymnasiet Stockholm;;;
0180;Nya Elementar;Ja;Ja;Ja
0180;Nybohovsskolan;Ja;Ja;Ja
0180;Nälstaskolan;Ja;Ja;Ja
0180;Observatorielundens skola;Ja;Ja;Ja
0180;Odengymnasiet;;;
0180;Olaus Petriskolan;Ja;Ja;Ja
0180;Olovslundsskolan;Ja;Ja;Ja
0180;Olympen Telefonplan;Ja;Ja;Ja
0180;Ormkärrsskolan;Ja;Ja;Ja
0180;Oxhagsskolan;Ja;Ja;Ja
0180;P A Fogelströms gymnasium 24650116;;;
0180;Pilgrimsskolan;Ja;Ja;Ja
0180;Pops Academy Östermalm;Ja;;Ja
0180;Praktiska Gymnasiet Bromma;;;
0180;Praktiska Gymnasiet Stockholm Liljeholmen;;;
0180;ProCivitas Privata Gymnasium Stockholm;;;
0180;Profilskolan;Ja;Ja;Ja
0180;Påhlmans gymnasium;;;
0180;Raoul Wallenbergskolan Bromma;Ja;Ja;Ja
0180;Realgymnasiet Stockholm;;;
0180;REFIS Rörentr. friskola Sthlm;;;
0180;RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319;;;
0180;Rinkebyskolan;Ja;Ja;Ja
0180;Rosholmen Education Academy AB;Ja;Ja;Ja
0180;Roslagstullsskolan;Ja;Ja;Ja
0180;Rågsveds grundskola;Ja;Ja;Ja
0180;Rålambshovsskolan;Ja;Ja;Ja
0180;Rödabergsskolan;Ja;Ja;Ja
0180;S:t Eriks gymnasium 1;;;
0180;S:t Eriks gymnasium 45992574, sär;;;
0180;S:t Eriks gymnasium 65666808;;;
0180;S:t Eriks Katolska Skola;Ja;Ja;Ja
0180;Sandåkraskolan;Ja;Ja;Ja
0180;SFI Stockholm;;;
0180;SFI Söderort/vux;;;
0180;Sjölins gymnasium Södermalm;;;
0180;Sjölins Gymnasium Vasastan;;;
0180;Sjömansskolan;;;
0180;Sjöstadsskolan;Ja;Ja;Ja
0180;Sjöviksskolan;Ja;Ja;Ja
0180;Sjöängsskolan;Ja;Ja;Ja
0180;Skanskvarnsskolan;Ja;Ja;Ja
0180;Skarpatorpsskolan;Ja;Ja;Ja
0180;Skarpnäcks skola;Ja;Ja;Ja
0180;Skolgrunden;Ja;;
0180;Skolslussen 65458415;;;
0180;Sköndalsskolan;Ja;Ja;Ja
0180;Skönstaholmsskolan;Ja;Ja;Ja
0180;Slättgårdsskolan;Ja;Ja;Ja
0180;Smedshagsskolan;Ja;Ja;Ja
0180;Smedslättsskolan;Ja;Ja;Ja
0180;Snitz Grundskola Odenplan;Ja;;
0180;Snitz Gymnasium;;;
0180;Snösätraskolan;Ja;Ja;Ja
0180;Sofia skola;Ja;Ja;Ja
0180;Sofiaängens skola;Ja;;
0180;Solbergaskolan;Ja;Ja;Ja
0180;Solhemsskolan;Ja;Ja;Ja
0180;Solhemsängens skola;Ja;Ja;Ja
0180;Språkcentrum;;;
0180;Spånga grundskola;Ja;;
0180;Spånga Gymnasium 52333875;;;
0180;Spånga Gymnasium 91792285, sär;;;
0180;Stefanskolan;Ja;Ja;Ja
0180;Sthlm hotell & restaurangsk 30677562;;;
0180;Sthlm hotell & restaurangsk 64892744, sär;;;
0180;Sthlm hotell & restaurangsk, komvux;;;
0180;Sthlm Transp&Fordon Lindvreten;;;
0180;Sthlm Transport- och fordonstekniska gymnasiet 85054102;;;
0180;Sthlms intensivsv f akadem;;;
0180;Sthlms intensivsv f akadem SFI;;;
0180;Stift. Sthlm Intern. School gr;Ja;;
0180;Stift. Sthlm Intern. School gy;;;
0180;Stiftelsen KFUM Söder Fryshuset, Fryshusets Gymnasium;;;
0180;Stockholm International Academy Hägersten;Ja;Ja;Ja
0180;Stockholm Science & Innovation School 78433202, SSIS;;;
0180;Stockholms Estetiska Gymnasium;;;
0180;Stockholms Idrottsgymnasium;;;
0180;Stockholms Montessoriskola Anne Frank;Ja;Ja;Ja
0180;Stockholms transport- och fordonstekniska gymnasium, gysär;;;
0180;Storkyrkoskolan;Ja;Ja;Ja
0180;Studemaskolan;Ja;Ja;Ja
0180;Sturebyskolan;Ja;Ja;Ja
0180;Sundbyskolan;Ja;Ja;Ja
0180;Sverigefinska skolan i Kista;Ja;Ja;Ja
0180;Sverigefinska skolan Sthlm;Ja;Ja;Ja
0180;Särvux;;;
0180;Sätraskolan;Ja;Ja;Ja
0180;Söderholmsskolan;Ja;Ja;Ja
0180;Södermalmsskolan;Ja;Ja;Ja
0180;Södra Latins gymnasium 89370947;;;
0180;Södra Ängby skola;Ja;Ja;Ja
0180;Sörgårdsskolan;Ja;Ja;Ja
0180;Tallkrogens skola;Ja;Ja;Ja
0180;Tasava skola;Ja;;
0180;Teknik & Service Gymnasiet;;;
0180;Tellusborgsskolan;Ja;;
0180;The Tanto International School;Ja;Ja;Ja
0180;Thea Privata Grundskola Bromma;Ja;;
0180;Thoren Business School Stockholm;;;
0180;Thoren Innovation School Kista;;;
0180;Thorildsplans gymnasium 32116280;;;
0180;Tibble Gymnasium Campus Kista;;;
0180;Tornadoskolan AB;Ja;Ja;Ja
0180;Trollbodaskolan;Ja;Ja;Ja
0180;Tullgårdsskolan;Ja;Ja;Ja
0180;Tyska skolan;Ja;Ja;Ja
0180;Ulvsundaskolan;Ja;Ja;Ja
0180;Umma Grundsärskola;;;Ja
0180;Vanadisskolan;Ja;Ja;Ja
0180;Vasa International School of Stockholm;Ja;Ja;Ja
0180;Vasa International School of Stockholm/International section;Ja;Ja;Ja
0180;Vasa Real;Ja;;
0180;Vasastans Montessoriskola;Ja;Ja;Ja
0180;Viktor Rydberg gy. Jarlaplan;;;
0180;Viktor Rydberg gy. Odenplan;;;
0180;Viktor Rydbergs skola Vasastan;Ja;;
0180;Vinsta grundskola västra;Ja;;
0180;Vinsta grundskola östra;Ja;Ja;Ja
0180;Vintertullsskolan i Stockholm;Ja;;
0180;Vittra Luma Park;Ja;Ja;Ja
0180;Vittra Södermalm;Ja;Ja;Ja
0180;Vittra Telefonplan;Ja;Ja;Ja
0180;Vuxenutbildning Järva;;;
0180;Vuxenutbildning Söderort;;;
0180;Vuxenutbildningscentrum Stockholm;;;
0180;Vällingby Park;Ja;Ja;Ja
0180;Vällingbyskolan;Ja;Ja;Ja
0180;Västbergaskolan;Ja;Ja;Ja
0180;Västerholms friskola;Ja;Ja;Ja
0180;Västertorpsskolan;Ja;Ja;Ja
0180;Yrkesgymnasiet Skarpnäck;;;
0180;Ålstensskolan;Ja;Ja;Ja
0180;Årsta Gårds grundsärskola;;Ja;Ja
0180;Årsta Gårds gymnasiesärskola;;;
0180;Årstadalsskolan;Ja;Ja;Ja
0180;Årstaskolan;Ja;Ja;Ja
0180;Åsö grundskola;Ja;;
0180;Åsö vuxengymnasium;;;
0180;Äppelviksskolan;Ja;;
0180;Örbyskolan;Ja;Ja;Ja
0180;Östbergaskolan;Ja;Ja;Ja
0180;Östermalmsskolan;Ja;Ja;Ja
0180;Östra Reals gymnasium 99755443;;;
0181;Blombackaskolan;Ja;Ja;Ja
0181;Brunnsängskolan;Ja;Ja;Ja
0181;Central Insamlingsenhet;;;
0181;Eneskolan;Ja;Ja;Ja
0181;Fornbackaskolan;Ja;Ja;Ja
0181;Foucaultgymnasiet;;;
0181;Hovsjöskolan;Ja;Ja;Ja
0181;Hölöskolan;Ja;Ja;Ja
0181;Igelsta grundskola;Ja;Ja;Ja
0181;Internationella Engelska Skolan Södertälje;Ja;;Ja
0181;Järna friskola;Ja;Ja;Ja
0181;Järna Naturbruksgymnasium;;;
0181;Komvux;;;
0181;Komvux, SFI;;;
0181;Kringlaskolan;Ja;Ja;Ja
0181;Lilla Parkskolan;Ja;Ja;Ja
0181;Lina grundskola;Ja;Ja;Ja
0181;Magelungens grundskola Södertälje;Ja;;
0181;Majtorpskolan;Ja;Ja;Ja
0181;Mariaskolan;Ja;Ja;Ja
0181;Mariekällskolan;Ja;;
0181;Mikaelgården Läkeped. Institut;Ja;;
0181;Modersmålsundervisningen;;;
0181;Mora Park Hölö;Ja;Ja;Ja
0181;Mora Parks skola;Ja;Ja;Ja
0181;Morabergs studiecentrum;;;
0181;Mälardalens Tekniska Gymnasium;;;
0181;Mölnboskolan;Ja;Ja;Ja
0181;Novalisgymnasiet;;;
0181;NTI Gymnasiet Södertälje;;;
0181;Nyckelskolan;Ja;Ja;Ja
0181;Oxbacksskolan ;Ja;Ja;Ja
0181;Pershagenskolan;Ja;Ja;Ja
0181;Praktiska Gymnasiet Södertälje;;;
0181;Ronnaskolan;Ja;Ja;Ja
0181;Rosenborgskolan;Ja;;Ja
0181;S:ta Ragnhildgymnasiet;;;
0181;Saltåskolan gymnasiesärskola;;;
0181;Solberga by grundsärskola;;;Ja
0181;Soldalaskolan;Ja;Ja;Ja
0181;Solvikskolan;Ja;Ja;
0181;Stålhamraskolan;Ja;Ja;Ja
0181;Södertälje friskola;Ja;Ja;Ja
0181;Tavestaskolan;Ja;Ja;Ja
0181;Torekällgymnasiet;;;
0181;Täljegymnasiet;;;
0181;Vackstanäsgymnasiet;;;
0181;Vallaskolan;Ja;Ja;Ja
0181;Wasaskolan;Ja;Ja;Ja
0181;Wendela Hebbe gymnasiet;;;
0181;Viksbergskolan;Ja;Ja;Ja
0181;Vittra Östertälje;Ja;Ja;Ja
0181;Örjanskolan grund;Ja;Ja;Ja
0181;Örjanskolan gym;;;
0182;Alphyddeskolan;Ja;;
0182;Backeboskolan;Ja;Ja;Ja
0182;Björknäs gymnasiesärskola;;;
0182;Björknässkolan;Ja;Ja;Ja
0182;Boo Gårds skola;Ja;Ja;Ja
0182;Borgvallaskolan;Ja;Ja;Ja
0182;Centrumskolan;Ja;;
0182;Da Vinciskolan;Ja;Ja;Ja
0182;Designgymnasiet Sickla;;;
0182;Dibber International School Nacka;Ja;Ja;Ja
0182;Drottning Blankas Gymnasieskola Nacka;;;
0182;Ebba Brahe Gymnasium;;;
0182;Ebba Braheskolan;Ja;Ja;Ja
0182;Eklidens skola;Ja;;Ja
0182;Ektorps skola;Ja;Ja;Ja
0182;Idunskolan Östra Stockholms Waldorfskola;Ja;Ja;Ja
0182;Igelboda skola;Ja;Ja;Ja
0182;Internationella Engelska Skolan Nacka;Ja;;
0182;Jarlabergs skola;Ja;Ja;Ja
0182;JENSEN grundskola Sickla;Ja;Ja;Ja
0182;Järla skola;Ja;Ja;Ja
0182;Kunskapsskolan Nacka;Ja;;
0182;Kunskapsskolan Saltsjöbaden;Ja;;
0182;Lilla Nacka Skola;Ja;Ja;Ja
0182;Magelungens Gymnasium Danvikstull;;;
0182;MediaGymnasiet i Nacka Strand;;;
0182;Myrans heldagsskola;;;
0182;Myrsjöskolan;Ja;Ja;Ja
0182;Nacka Enskilda Gymnasium;;;
0182;Nacka Gymnasium;;;
0182;Nacka språk och utbildningsenhet;;;
0182;Nacka vuxenutbildning;;;
0182;Neglinge skola;Ja;Ja;Ja
0182;Noblaskolan Järla sjö;Ja;Ja;Ja
0182;Noblaskolan Lännersta;Ja;Ja;Ja
0182;Noblaskolan Nacka Strand;Ja;Ja;Ja
0182;Noblaskolan Saltsjö-Boo;Ja;Ja;Ja
0182;NTI Gymnasiet Nacka;;;
0182;Orminge skola;Ja;Ja;Ja
0182;Praktiska Gymnasiet Nacka;;;
0182;Rytmus Stockholm;;;
0182;Saltsjöbadens samskola;Ja;Ja;Ja
0182;Saltsjö-Duvnäs Montessoriförskola;;Ja;Ja
0182;Saltsjö-Duvnäs skola;Ja;Ja;Ja
0182;Sickla skola;Ja;Ja;Ja
0182;Sigfridsborgs skola;Ja;Ja;Ja
0182;Sjölins gymnasium Nacka;;;
0182;Skuru skola;Ja;Ja;Ja
0182;Stavsborgsskolan;Ja;;
0182;Sågtorpsskolan;Ja;Ja;Ja
0182;Vilans skola;Ja;Ja;
0182;YBC, Young Business Creatives;;;
0182;Älta skola;Ja;Ja;Ja
0183;Centrum för vuxenutb., komvux;;;
0183;Centrum för vuxenutb., SFI;;;
0183;Duvboskolan;Ja;Ja;Ja
0183;Grönkullaskolan;Ja;Ja;Ja
0183;Internationella Engelska Skolan Sundbyberg;Ja;;
0183;Kulturama Grundsk. Sundbyberg;Ja;;
0183;Kymlingeskolan;Ja;Ja;Ja
0183;Lilla Alby skola;Ja;Ja;Ja
0183;Noblaskolan Sundbyberg;Ja;Ja;Ja
0183;NTI Gymnasiet Sundbyberg;;;
0183;Risöskolan Sundbybergs grundsärskola;;;Ja
0183;S:t Martins gymnasium;;;
0183;Sundbybergs Globala;;;
0183;Ursvikskolan;Ja;Ja;Ja
0183;Viktor Rydberg gy. Sundbyberg;;;
0183;Viktor Rydbergs skola Sundbyberg;Ja;;
0183;Vittra Brotorp;Ja;Ja;Ja
0183;Ängskolan   F-6;Ja;Ja;Ja
0183;Ängskolan 7-9;Ja;;
0183;Örskolan;Ja;Ja;Ja
0184;Bergshamraskolan;Ja;Ja;Ja
0184;Dibber Rullens grundsärskola;;Ja;Ja
0184;Dibber Rullens gymnasiesärskola;;;Ja
0184;Ekensbergsskolan;Ja;Ja;Ja
0184;Granbackaskolan;Ja;Ja;Ja
0184;Haga VIP  Gymnasiesärskola;;;
0184;Haga VIP Grundsärskola;;;
0184;Hagaskolan ;Ja;Ja;Ja
0184;Ingridskolan, grundskola;Ja;;Ja
0184;Ingridskolan, gymnasiet;;;
0184;Internationella Engelska Skolan Solna;Ja;;
0184;Johan Movingers Gymnasium;;;
0184;LBS Kreativa Gymnasiet Stockholm Norra;;;
0184;Magelungens grundskola Solna;Ja;;
0184;Move & Walk Gymnasiesärskola Solna;;;
0184;Move & Walk Skola Solna;;;Ja
0184;Noblaskolan Solna;Ja;Ja;Ja
0184;NTI Vetenskapsgymnasiet Solna;;;
0184;Parkskolan;Ja;Ja;Ja
0184;Peabskolan Solna;;;
0184;ProCivitas Privata Gymnasium Karlberg;;;
0184;Psykologigymnasiet;;;
0184;Raoul Wallenbergskolan Bagartorp;Ja;;
0184;Raoul Wallenbergskolan Järvastaden;Ja;Ja;Ja
0184;Råsunda Centralskola;Ja;;
0184;Råsunda skola;Ja;Ja;Ja
0184;Råsundaskolan;Ja;Ja;Ja
0184;Skytteholmsskolan ;Ja;Ja;Ja
0184;Solna Enskilda Skola;Ja;Ja;Ja
0184;Solna grundsärskola;;;Ja
0184;Solna Gymnasium;;;
0184;Solna skolor modersmålsenheten;;;
0184;Solna vuxenutbildning;;;
0184;Solna vuxenutbildning SFI;;;
0184;Spanska skolan;Ja;Ja;Ja
0184;Svea Education;;;
0184;Svedenskolan Bergshamra;Ja;Ja;Ja
0184;Tallbackaskolan;Ja;Ja;Ja
0184;Thoren Business School Solna;;;
0184;Thoren Innovation School Solna;;;
0184;Ulriksdalsskolan;Ja;Ja;Ja
0184;Vittra Frösunda;Ja;Ja;Ja
0184;Yrkesgymnasiet Solna;;;
0184;Ängkärrskolan i Solna;Ja;;
0186;Albatross Montessoriskola;Ja;Ja;Ja
0186;Bo skola;Ja;Ja;Ja
0186;Bodals skola;Ja;Ja;Ja
0186;C A R L skolan Lidingö ;Ja;;
0186;Central Insamlingsenhet Kommunal verksamhet;;;
0186;Christinagymnasiet;;;
0186;Christinaskolan;Ja;Ja;Ja
0186;Futuraskolan International Gåshaga ;Ja;Ja;Ja
0186;Futuraskolan International Kottla;Ja;;
0186;Hersby gymnasium;;;
0186;Högsätra skola;Ja;Ja;Ja
0186;I Ur och Skur Utsikten skola;Ja;Ja;Ja
0186;Klockargårdens skola;Ja;Ja;Ja
0186;Källängens skola;Ja;;
0186;Käppala skola;Ja;Ja;Ja
0186;Lidingö grundsärskola;;;Ja
0186;Lidingö komvux;;;
0186;Lidingö komvux SFI;;;
0186;Lidingö komvux som särskild utbildning;;;
0186;Ljungbackens skola;Ja;Ja;Ja
0186;Lunagymnasiet;;;
0186;Rudboda skola;Ja;Ja;Ja
0186;Skärsätra skola;Ja;Ja;Ja
0186;Sticklinge skola;Ja;Ja;Ja
0186;Stillerska gymnasiet;;;
0186;Torsviks skola;Ja;Ja;Ja
0186;Vittra Lidingö;Ja;Ja;Ja
0187;Kronängsskolan;Ja;;
0187;Montessoriskolan i Vaxholm;Ja;Ja;Ja
0187;Resarö skola;Ja;Ja;Ja
0187;Rindö skola;Ja;Ja;Ja
0187;Söderfjärdsskolan;Ja;Ja;Ja
0187;Vaxö skola;Ja;Ja;Ja
0188;Balderskolan;;Ja;Ja
0188;Bålbroskolan;Ja;Ja;Ja
0188;Carl Wahren Gymnasium;;;
0188;Drottningdal skola;Ja;Ja;Ja
0188;Edsbro skola;Ja;Ja;Ja
0188;Ekebyholmsskolan, gr;Ja;Ja;Ja
0188;Ekebyholmsskolan, gy;;;
0188;Elmsta skola;Ja;Ja;Ja
0188;Freinetskolan Hugin;Ja;Ja;Ja
0188;Freinetskolan Mimer;Ja;Ja;Ja
0188;Freinetskolan Mimer Tingshuset;Ja;;
0188;Frötuna skola;Ja;Ja;Ja
0188;Gottsta;Ja;Ja;Ja
0188;Grisslehamns skola;Ja;Ja;Ja
0188;Hallsta skola;Ja;Ja;Ja
0188;Jordens skola ;Ja;Ja;Ja
0188;Kvisthamraskolan;Ja;Ja;Ja
0188;Köpmanholms skola;Ja;Ja;Ja
0188;Långsjöskolan;Ja;;Ja
0188;Länna skola;Ja;Ja;Ja
0188;Modersmålsenheten;;;
0188;Montessoriskolan - Gustafslund;Ja;;Ja
0188;Montessoriskolan - Vigelsjö;Ja;Ja;Ja
0188;Norrgärdsskolan Norra;Ja;Ja;Ja
0188;Norrgärdsskolan Södra;Ja;;
0188;Norrsundsskolan;Ja;;
0188;Norrtälje grundsärskola;;;Ja
0188;Norrtälje gymnasiesärskola;;;
0188;Norrtälje Komvux;;;
0188;Norrtälje vuxenutb. SFI;;;
0188;Norrtälje vuxenutb. Särvux;;;
0188;Norrtälje vuxenutbildning;;;
0188;Riala skola;Ja;Ja;Ja
0188;Rodengymnasiet;;;
0188;Roslagsskolan;Ja;;
0188;Rådmansö skola;Ja;Ja;Ja
0188;Rånäs skola;Ja;Ja;Ja
0188;Skebo skola;Ja;Ja;Ja
0188;Skederids skola;Ja;Ja;Ja
0188;Skärgårdsgymnasiet Norrtälje;;;
0188;Skärsta Friskola;Ja;Ja;Ja
0188;Svanbergaskolan;Ja;Ja;Ja
0188;Söderbykarl skola;Ja;Ja;Ja
0188;Viby friskola;Ja;Ja;Ja
0188;Wigulfskolan;Ja;Ja;Ja
0188;Vätö skola;Ja;Ja;Ja
0191;Arlanda Komvux;;;
0191;Arlanda komvux, lärvux;;;
0191;Arlandagymnasiet 1;;;
0191;Arlandagymnasiet 2;;;
0191;Arlandagymnasiet 3;;;
0191;Arlandagymnasiet Gymnasiesärskolan;;;
0191;Centralskolan;Ja;Ja;Ja
0191;Eddaskolan;Ja;Ja;Ja
0191;Ekillaskolan;Ja;;
0191;Galaxskolan;Ja;Ja;Ja
0191;Internationella Engelska Skolan Sigtuna;Ja;Ja;Ja
0191;Josefinaskolan, grundskola;Ja;Ja;Ja
0191;Mångkulturella enheten;;;
0191;Norrbackaskolan;Ja;Ja;Ja
0191;Odensala skola;Ja;Ja;Ja
0191;Praktiska Gymnasiet Märsta;;;
0191;Råbergsskolan;Ja;Ja;Ja
0191;S:t Olofs skola;Ja;;
0191;S:t Pers skola;Ja;Ja;Ja
0191;S:ta Gertruds skola;Ja;Ja;Ja
0191;Sagaskolan;Ja;Ja;Ja
0191;Sigtuna kommuns grundsärskola ;;;
0191;Sigtuna kompetenscenter;;;
0191;Sigtunaskolan hum. läroverket, gr;Ja;;
0191;Sigtunaskolan hum. läroverket, gy;;;
0191;Sigtunaskolan hum. läroverket, int gr;Ja;;
0191;Sigtunaskolan hum. läroverket, int gy;;;
0191;Skepptuna skola;Ja;Ja;Ja
0191;Skolan Bergius;Ja;;
0191;Steningehöjdens skola;Ja;Ja;Ja
0191;Sätunaskolan;Ja;Ja;Ja
0191;Tingvallaskolan;Ja;Ja;Ja
0191;Väringaskolan;Ja;Ja;Ja
0192;Campus Nynäshamn;;;
0192;Gröndalsskolan F-9;Ja;Ja;Ja
0192;Idun  gymnasiesärskola individuellt program;;;
0192;Idun grundsärskola inriktning ämnesområden;;;Ja
0192;Kyrkskolan F-2;Ja;Ja;Ja
0192;Modersmålsundervisning;;;
0192;Montessoriskolan Binomen;Ja;Ja;Ja
0192;Nynäshamns gymnasiesärskola;;;
0192;Nynäshamns gymnasium;;;
0192;Sunnerbyskolan 3-6;Ja;;Ja
0192;Svandammsskolan F-6;Ja;Ja;Ja
0192;Tallbackaskolan F-3;Ja;Ja;Ja
0192;Vansta grundsärskola 1-6;;;Ja
0192;Vansta grundsärskola 7-9;;;
0192;Vanstaskolan 7-9;Ja;;
0192;Vanstaskolan F-6;Ja;Ja;Ja
0192;Viaskolan 6-9;Ja;;
0192;Viaskolan F-5;Ja;Ja;Ja
0305;Fridegårdsgymnasiet;;;
0305;Fridegårdsgymnasiet - komvux;;;
0305;Fridegårdsgymnasiet - SFI;;;
0305;Fridegårdsgymnasiet- AST-programmen;;;
0305;Fridegårdsgymnasiet- gymsär;;;
0305;Fridegårdsgymnasiet- Särvux;;;
0305;Futurum 7-9;Ja;;
0305;Futurum F-6;Ja;Ja;Ja
0305;Gransäterskolan;Ja;Ja;Ja
0305;Grundsärskolan Grönadalenskolan;;Ja;Ja
0305;Gröna dalen;Ja;Ja;Ja
0305;Läraskolan;Ja;Ja;Ja
0305;Potentia Education;Ja;;
0305;Slottsskolan;Ja;Ja;Ja
0305;Stiftelsen Nordens Biskops Arnö;;;
0305;Viby;Ja;Ja;Ja
0305;Västerängsskolan;Ja;Ja;Ja
0319;Bodaskolan;Ja;Ja;Ja
0319;Gymnasieutb. Älvkarleby komvux;;;
0319;Komvux i Älvkarleby;;;
0319;Komvux SFI;;;
0319;Rotskärsskolan 7-9;Ja;;
0319;Rotskärsskolan F-6;Ja;Ja;Ja
0319;Sörgärdets skola;Ja;Ja;Ja
0319;Älvboda friskola;Ja;Ja;Ja
0319;Älvkarleby grundsärskola;;;
0330;Adolfsbergsskolan;Ja;;
0330;Alsike skola;Ja;Ja;Ja
0330;Brännkärrsskolan;Ja;Ja;Ja
